Date,Open,High,Low,Volume,Close
2016-03-21,327500,329000,320500,83685,328500
2016-03-22,328500,330000,315000,115648,320000
2016-03-23,322500,327000,319500,98350,320500
2016-03-24,320500,328000,319500,116128,325500
2016-03-25,328000,343000,327000,146891,339000
2016-03-28,340500,345500,338500,101764,344000
2016-03-29,348000,348500,341000,88089,346500
2016-03-30,346500,357000,344000,131140,349500
2016-03-31,351500,353000,337500,123716,341500
2016-04-01,340500,346000,333000,128519,336000
2016-04-04,335000,340000,328500,106742,337500
2016-04-05,333500,336000,321500,163149,324000
2016-04-06,324000,332500,322000,121614,326500
2016-04-07,333000,334500,327500,82967,331000
2016-04-08,327000,329000,315000,200029,329000
2016-04-11,330000,330500,321000,111627,322000
2016-04-12,321000,324500,316000,131070,323000
2016-04-14,323000,334000,323000,239439,330000
2016-04-15,329000,337000,324500,138410,327000
2016-04-18,323000,324000,317500,131945,321500
2016-04-19,322000,324500,315000,144803,316500
2016-04-20,319000,319500,310500,215514,310500
2016-04-21,313500,319000,303500,272372,317000
2016-04-22,315000,317000,310500,101664,312500
2016-04-25,312000,312000,305000,127155,307000
2016-04-26,308000,310500,302000,104415,305500
2016-04-27,306000,312000,305500,96111,308000
2016-04-28,308500,314500,299000,176970,301500
2016-04-29,301500,303500,291000,229837,292500
2016-05-02,292000,298000,291500,98495,292000
2016-05-03,293000,300000,292000,127810,292000
2016-05-04,290500,296500,289500,165644,291500
2016-05-09,291500,291500,279500,205013,283000
2016-05-10,282500,291500,273000,222189,288000
2016-05-11,294500,301000,291500,211518,300000
2016-05-12,297500,301000,293500,84659,299000
2016-05-13,300500,301000,288000,99454,289000
2016-05-16,285500,291500,284500,98813,288500
2016-05-17,292500,292500,283000,97077,283000
2016-05-18,281500,293000,273500,182367,288500
2016-05-19,290000,290000,284000,90182,284500
2016-05-20,282500,285500,277500,101709,279500
2016-05-23,284000,292000,282000,102172,289500
2016-05-24,287000,287500,275000,235779,275000
2016-05-25,281000,281500,275500,193996,277000
2016-05-26,280000,283500,278000,168459,281500
2016-05-27,281500,293000,281500,170387,292500
2016-05-30,292000,292500,281000,160859,283000
2016-05-31,284000,285500,280500,89009,284000
2016-06-01,283500,284500,276500,112081,277500
2016-06-02,279000,282000,277000,83402,279000
2016-06-03,280500,280500,269000,152469,270000
2016-06-07,270000,270000,258500,355147,260500
2016-06-08,264500,268500,262000,257274,263000
2016-06-09,267000,268500,264000,208500,268500
2016-06-10,268000,275000,267000,121297,268500
2016-06-13,259500,262000,255500,173973,258000
2016-06-14,260500,262000,249000,240987,255000
2016-06-15,257500,264500,256000,221899,260000
2016-06-16,261500,272000,256000,240412,266500
2016-06-17,268000,272500,266000,152266,268500
2016-06-20,274000,286000,273500,206490,283500
2016-06-21,280000,281000,275000,173107,277000
2016-06-22,279000,289000,278500,198049,284000
2016-06-23,280000,285000,276500,115525,282000
2016-06-24,284000,286500,265500,274165,268500
2016-06-27,263000,271500,261500,106909,269500
2016-06-28,266000,270000,264000,179063,265500
2016-06-29,270500,282000,270000,211535,277500
2016-06-30,283000,284500,275000,153402,283000
2016-07-01,283000,288000,280500,105178,285500
2016-07-04,286500,296000,286000,133733,294500
2016-07-05,292000,296000,290500,89277,290500
2016-07-06,289000,289500,279500,129483,282000
2016-07-07,285000,287500,280500,61526,281000
2016-07-08,281500,282500,276000,74743,281000
2016-07-11,282000,290500,277500,99280,289000
2016-07-12,289000,291500,287000,78618,290000
2016-07-13,292500,294500,286500,78362,290000
2016-07-14,290500,292500,288500,77651,292500
2016-07-15,293000,295500,290500,81825,292000
2016-07-18,293000,299000,291500,109894,299000
2016-07-19,298500,298500,286500,124408,289000
2016-07-20,289500,295500,288000,102398,289000
